$SYS/broker/version,mosquitto version 2.0.18
$SYS/broker/publish/bytes/received,350369971
$SYS/broker/publish/bytes/sent,339376792
$SYS/broker/uptime,7282 seconds
$SYS/broker/load/messages/received/1min,2360526.98
$SYS/broker/load/messages/sent/1min,2360455.96
$SYS/broker/load/publish/received/1min,2359876.89
$SYS/broker/load/publish/sent/1min,2360116.31
$SYS/broker/load/bytes/received/1min,55015646.99
$SYS/broker/load/bytes/sent/1min,55025723.30
$SYS/broker/load/messages/received/5min,1964272.22
$SYS/broker/load/messages/sent/5min,1943770.86
$SYS/broker/load/publish/received/5min,1963896.80
$SYS/broker/load/publish/sent/5min,1943557.87
$SYS/broker/load/bytes/received/5min,45781791.51
$SYS/broker/load/bytes/sent/5min,45316483.34
$SYS/broker/load/sockets/5min,0.37
$SYS/broker/load/connections/5min,0.37
$SYS/broker/load/messages/received/15min,1256782.18
$SYS/broker/load/messages/sent/15min,1235974.76
$SYS/broker/load/publish/received/15min,1254620.96
$SYS/broker/load/publish/sent/15min,1229748.69
$SYS/broker/load/bytes/received/15min,29286646.16
$SYS/broker/load/bytes/sent/15min,28723847.12
$SYS/broker/messages/stored,51
$SYS/broker/store/messages/count,51
$SYS/broker/store/messages/bytes,349
$SYS/broker/messages/received,57666371
$SYS/broker/messages/sent,60887995
$SYS/broker/publish/messages/received,55649359
$SYS/broker/publish/messages/sent,53896510
$SYS/broker/bytes/received,1317277796
$SYS/broker/bytes/sent,1286600978
$SYS/broker/publish/bytes/received,353196932
$SYS/broker/publish/bytes/sent,342205583
$SYS/broker/uptime,7293 seconds
$SYS/broker/load/messages/received/1min,2355323.27
$SYS/broker/load/messages/sent/1min,2355264.15
$SYS/broker/load/publish/received/1min,2354782.08
$SYS/broker/load/publish/sent/1min,2354981.39
$SYS/broker/load/bytes/received/1min,54551697.51
$SYS/broker/load/bytes/sent/1min,54560085.94
$SYS/broker/load/messages/received/5min,1977419.99
$SYS/broker/load/messages/sent/5min,1957656.74
$SYS/broker/load/publish/received/5min,1977058.09
$SYS/broker/load/publish/sent/5min,1957451.41
$SYS/broker/load/bytes/received/5min,46014518.10
$SYS/broker/load/bytes/sent/5min,45565962.22
$SYS/broker/load/sockets/5min,0.35
$SYS/broker/load/connections/5min,0.35
$SYS/broker/load/messages/received/15min,1269812.91
$SYS/broker/load/messages/sent/15min,1249258.26
$SYS/broker/load/publish/received/15min,1267677.95
$SYS/broker/load/publish/sent/15min,1243107.83
$SYS/broker/load/bytes/received/15min,29565552.03
$SYS/broker/load/bytes/sent/15min,29009589.79
$SYS/broker/messages/stored,72
$SYS/broker/store/messages/count,72
$SYS/broker/store/messages/bytes,558
$SYS/broker/messages/received,58093439
$SYS/broker/messages/sent,61315063
$SYS/broker/publish/messages/received,56076427
$SYS/broker/publish/messages/sent,54323578
$SYS/broker/bytes/received,1326856221
$SYS/broker/bytes/sent,1296179403
$SYS/broker/publish/bytes/received,355515201
$SYS/broker/publish/bytes/sent,344523852
$SYS/broker/uptime,7304 seconds
$SYS/broker/load/messages/received/1min,2364255.24
$SYS/broker/load/messages/sent/1min,2364206.02
$SYS/broker/load/publish/received/1min,2363804.70
$SYS/broker/load/publish/sent/1min,2363970.63
$SYS/broker/load/bytes/received/1min,54693602.74
$SYS/broker/load/bytes/sent/1min,54700586.03
$SYS/broker/load/messages/received/5min,1992945.22
$SYS/broker/load/messages/sent/5min,1973893.50
$SYS/broker/load/publish/received/5min,1992596.35
$SYS/broker/load/publish/sent/5min,1973695.56
$SYS/broker/load/bytes/received/5min,46352378.15
$SYS/broker/load/bytes/sent/5min,45919971.44
$SYS/broker/load/sockets/5min,0.34
$SYS/broker/load/connections/5min,0.34
$SYS/broker/load/messages/received/15min,1283647.26
$SYS/broker/load/messages/sent/15min,1263342.30
$SYS/broker/load/publish/received/15min,1281538.23
$SYS/broker/load/publish/sent/15min,1257266.58
$SYS/broker/load/bytes/received/15min,29879370.60
$SYS/broker/load/bytes/sent/15min,29330162.09
$SYS/broker/messages/stored,104
$SYS/broker/store/messages/count,104
$SYS/broker/store/messages/bytes,843
$SYS/broker/messages/received,58535024
$SYS/broker/messages/sent,61756648
$SYS/broker/publish/messages/received,56518012
$SYS/broker/publish/messages/sent,54765163
$SYS/broker/bytes/received,1337012676
$SYS/broker/bytes/sent,1306335858
$SYS/broker/publish/bytes/received,358164711
$SYS/broker/publish/bytes/sent,347173362
$SYS/broker/uptime,7315 seconds
$SYS/broker/load/messages/received/1min,2375235.21
$SYS/broker/load/messages/sent/1min,2375194.23
$SYS/broker/load/publish/received/1min,2374860.14
$SYS/broker/load/publish/sent/1min,2374998.27
$SYS/broker/load/bytes/received/1min,54893253.98
$SYS/broker/load/bytes/sent/1min,54899067.50
$SYS/broker/load/messages/received/5min,2008673.25
$SYS/broker/load/messages/sent/5min,1990307.44
$SYS/broker/load/publish/received/5min,2008336.94
$SYS/broker/load/publish/sent/5min,1990116.63
$SYS/broker/load/bytes/received/5min,46695594.60
$SYS/broker/load/bytes/sent/5min,46278755.65
$SYS/broker/load/sockets/5min,0.33
$SYS/broker/load/connections/5min,0.33
$SYS/broker/load/messages/received/15min,1297570.58
$SYS/broker/load/messages/sent/15min,1277512.28
$SYS/broker/load/publish/received/15min,1295487.17
$SYS/broker/load/publish/sent/15min,1271510.37
$SYS/broker/load/bytes/received/15min,30195288.55
$SYS/broker/load/bytes/sent/15min,29652751.73
$SYS/broker/messages/stored,136
$SYS/broker/store/messages/count,136
$SYS/broker/store/messages/bytes,1128
$SYS/broker/messages/received,58980488
$SYS/broker/messages/sent,62202112
$SYS/broker/publish/messages/received,56963476
$SYS/broker/publish/messages/sent,55210627
$SYS/broker/bytes/received,1347258348
$SYS/broker/bytes/sent,1316581530
$SYS/broker/publish/bytes/received,360837495
$SYS/broker/publish/bytes/sent,349846146
$SYS/broker/uptime,7326 seconds
$SYS/broker/load/messages/received/1min,2393235.05
$SYS/broker/load/messages/sent/1min,2393200.94
$SYS/broker/load/publish/received/1min,2392922.81
$SYS/broker/load/publish/sent/1min,2393037.80
$SYS/broker/load/bytes/received/1min,55263221.40
$SYS/broker/load/bytes/sent/1min,55268061.10
$SYS/broker/load/messages/received/5min,2025739.12
$SYS/broker/load/messages/sent/5min,2008034.52
$SYS/broker/load/publish/received/5min,2025414.91
$SYS/broker/load/publish/sent/5min,2007850.58
$SYS/broker/load/bytes/received/5min,47070248.17
$SYS/broker/load/bytes/sent/5min,46668416.50
$SYS/broker/load/sockets/5min,0.32
$SYS/broker/load/connections/5min,0.32
$SYS/broker/load/messages/received/15min,1311967.22
$SYS/broker/load/messages/sent/15min,1292152.59
$SYS/broker/load/publish/received/15min,1309909.13
$SYS/broker/load/publish/sent/15min,1286223.59
$SYS/broker/load/bytes/received/15min,30522145.49
$SYS/broker/load/bytes/sent/15min,29986199.33
$SYS/broker/messages/stored,168
$SYS/broker/store/messages/count,168
$SYS/broker/store/messages/bytes,1414
$SYS/broker/messages/received,59435648
$SYS/broker/messages/sent,62657272
$SYS/broker/publish/messages/received,57418636
$SYS/broker/publish/messages/sent,55665787
$SYS/broker/bytes/received,1357727028
$SYS/broker/bytes/sent,1327050210
$SYS/broker/publish/bytes/received,363568455
$SYS/broker/publish/bytes/sent,352577106
$SYS/broker/uptime,7337 seconds
$SYS/broker/load/messages/received/1min,2398308.06
$SYS/broker/load/messages/sent/1min,2398279.66
$SYS/broker/load/publish/received/1min,2398048.13
$SYS/broker/load/publish/sent/1min,2398143.86
$SYS/broker/load/bytes/received/1min,55343247.10
$SYS/broker/load/bytes/sent/1min,55347276.11
$SYS/broker/load/messages/received/5min,2040060.26
$SYS/broker/load/messages/sent/5min,2022993.07
$SYS/broker/load/publish/received/5min,2039747.72
$SYS/broker/load/publish/sent/5min,2022815.75
$SYS/broker/load/bytes/received/5min,47382416.22
$SYS/broker/load/bytes/sent/5min,46995051.53
$SYS/broker/load/sockets/5min,0.30
$SYS/broker/load/connections/5min,0.30
$SYS/broker/load/messages/received/15min,1325470.18
$SYS/broker/load/messages/sent/15min,1305896.26
$SYS/broker/load/publish/received/15min,1323437.09
$SYS/broker/load/publish/sent/15min,1300039.28
$SYS/broker/load/bytes/received/15min,30828499.47
$SYS/broker/load/bytes/sent/15min,30299063.89
$SYS/broker/messages/stored,200
$SYS/broker/store/messages/count,200
$SYS/broker/store/messages/bytes,1700
$SYS/broker/messages/received,59879960
$SYS/broker/messages/sent,63101584
$SYS/broker/publish/messages/received,57862948
$SYS/broker/publish/messages/sent,56110099
$SYS/broker/bytes/received,1367946204
$SYS/broker/bytes/sent,1337269386
$SYS/broker/publish/bytes/received,366234327
$SYS/broker/publish/bytes/sent,355242978
$SYS/broker/uptime,7348 seconds
$SYS/broker/load/messages/received/1min,2403821.43
$SYS/broker/load/messages/sent/1min,2403797.78
$SYS/broker/load/publish/received/1min,2403603.20
$SYS/broker/load/publish/sent/1min,2403682.90
$SYS/broker/load/bytes/received/1min,55439502.29
$SYS/broker/load/bytes/sent/1min,55442856.40
$SYS/broker/load/messages/received/5min,2054143.08
$SYS/broker/load/messages/sent/5min,2037690.36
$SYS/broker/load/publish/received/5min,2053841.41
$SYS/broker/load/publish/sent/5min,2037519.04
$SYS/broker/load/bytes/received/5min,47689714.72
$SYS/broker/load/bytes/sent/5min,47316296.16
$SYS/broker/load/sockets/5min,0.29
$SYS/broker/load/connections/5min,0.29
$SYS/broker/load/messages/received/15min,1338902.67
$SYS/broker/load/messages/sent/15min,1319566.53
$SYS/broker/load/publish/received/15min,1336894.14
$SYS/broker/load/publish/sent/15min,1313780.56
$SYS/broker/load/bytes/received/15min,31133281.02
$SYS/broker/load/bytes/sent/15min,30610276.93
$SYS/broker/messages/stored,232
$SYS/broker/store/messages/count,232
$SYS/broker/store/messages/bytes,1986
$SYS/broker/messages/received,60325684
$SYS/broker/messages/sent,63547308
$SYS/broker/publish/messages/received,58308670
$SYS/broker/publish/messages/sent,56555821
$SYS/broker/bytes/received,1378197814
$SYS/broker/bytes/sent,1347520996
$SYS/broker/publish/bytes/received,368908659
$SYS/broker/publish/bytes/sent,357917310
$SYS/broker/uptime,7359 seconds
$SYS/broker/load/messages/received/1min,2404058.44
$SYS/broker/load/messages/sent/1min,2404021.40
$SYS/broker/load/publish/received/1min,2403380.64
$SYS/broker/load/publish/sent/1min,2403666.27
$SYS/broker/load/bytes/received/1min,55279831.04
$SYS/broker/load/bytes/sent/1min,55291145.27
$SYS/broker/load/messages/received/5min,2066783.35
$SYS/broker/load/messages/sent/5min,2050919.24
$SYS/broker/load/publish/received/5min,2066385.91
$SYS/broker/load/publish/sent/5min,2050698.31
$SYS/broker/load/bytes/received/5min,47934409.17
$SYS/broker/load/bytes/sent/5min,47576266.26
$SYS/broker/load/sockets/5min,0.28
$SYS/broker/load/connections/5min,0.28
$SYS/broker/load/messages/received/15min,1351856.31
$SYS/broker/load/messages/sent/15min,1332753.80
$SYS/broker/load/publish/received/15min,1349836.20
$SYS/broker/load/publish/sent/15min,1327019.31
$SYS/broker/load/bytes/received/15min,31416969.56
$SYS/broker/load/bytes/sent/15min,30900936.85
$SYS/broker/messages/stored,51
$SYS/broker/store/messages/count,51
$SYS/broker/store/messages/bytes,349
$SYS/broker/messages/received,60766644
$SYS/broker/messages/sent,63988268
$SYS/broker/publish/messages/received,58749087
$SYS/broker/publish/messages/sent,56996497
$SYS/broker/bytes/received,1388186968
$SYS/broker/bytes/sent,1357520451
$SYS/broker/publish/bytes/received,371408545
$SYS/broker/publish/bytes/sent,360419291
$SYS/broker/uptime,7370 seconds
$SYS/broker/load/messages/received/1min,2402074.78
$SYS/broker/load/messages/sent/1min,2402043.95
$SYS/broker/load/publish/received/1min,2401510.52
$SYS/broker/load/publish/sent/1min,2401748.30
$SYS/broker/load/bytes/received/1min,55083357.43
$SYS/broker/load/bytes/sent/1min,55092776.42
$SYS/broker/load/messages/received/5min,2078499.78
$SYS/broker/load/messages/sent/5min,2063206.82
$SYS/broker/load/publish/received/5min,2078116.64
$SYS/broker/load/publish/sent/5min,2062993.84
$SYS/broker/load/bytes/received/5min,48156635.52
$SYS/broker/load/bytes/sent/5min,47811386.68
$SYS/broker/load/sockets/5min,0.27
$SYS/broker/load/connections/5min,0.27
$SYS/broker/load/messages/received/15min,1364494.44
$SYS/broker/load/messages/sent/15min,1345623.98
$SYS/broker/load/publish/received/15min,1362498.86
$SYS/broker/load/publish/sent/15min,1339959.15
$SYS/broker/load/bytes/received/15min,31692603.31
$SYS/broker/load/bytes/sent/15min,31182839.29
$SYS/broker/messages/stored,72
$SYS/broker/store/messages/count,72
$SYS/broker/store/messages/bytes,558
$SYS/broker/messages/received,61205217
$SYS/broker/messages/sent,64426841
$SYS/broker/publish/messages/received,59187660
$SYS/broker/publish/messages/sent,57435070
$SYS/broker/bytes/received,1398106570
$SYS/broker/bytes/sent,1367440053
$SYS/broker/publish/bytes/received,373872406
$SYS/broker/publish/bytes/sent,362883152
$SYS/broker/uptime,7381 seconds
$SYS/broker/load/messages/received/1min,2412100.33
$SYS/broker/load/messages/sent/1min,2412074.66
$SYS/broker/load/publish/received/1min,2411630.59
$SYS/broker/load/publish/sent/1min,2411828.54
$SYS/broker/load/bytes/received/1min,55341477.34
$SYS/broker/load/bytes/sent/1min,55349318.56
$SYS/broker/load/messages/received/5min,2092304.09
$SYS/broker/load/messages/sent/5min,2077561.72
$SYS/broker/load/publish/received/5min,2091934.75
$SYS/broker/load/publish/sent/5min,2077356.41
$SYS/broker/load/bytes/received/5min,48461492.81
$SYS/broker/load/bytes/sent/5min,48128673.83
$SYS/broker/load/messages/received/15min,1377825.85
$SYS/broker/load/messages/sent/15min,1359184.62
$SYS/broker/load/publish/received/15min,1375854.52
$SYS/broker/load/publish/sent/15min,1353588.61
$SYS/broker/load/bytes/received/15min,31995469.25
$SYS/broker/load/bytes/sent/15min,31491897.76
$SYS/broker/messages/stored,102
$SYS/broker/store/messages/count,102
$SYS/broker/store/messages/bytes,835
$SYS/broker/messages/received,61656570
$SYS/broker/messages/sent,64878194
$SYS/broker/publish/messages/received,59639013
$SYS/broker/publish/messages/sent,57886423
$SYS/broker/bytes/received,1408487689
$SYS/broker/bytes/sent,1377821172
$SYS/broker/publish/bytes/received,376580524
$SYS/broker/publish/bytes/sent,365591270
$SYS/broker/uptime,7392 seconds
$SYS/broker/load/messages/received/1min,2414651.90
$SYS/broker/load/messages/sent/1min,2414630.53
$SYS/broker/load/publish/received/1min,2414260.84
$SYS/broker/load/publish/sent/1min,2414425.64
$SYS/broker/load/bytes/received/1min,55423083.79
$SYS/broker/load/bytes/sent/1min,55429611.53
$SYS/broker/load/messages/received/5min,2104365.99
$SYS/broker/load/messages/sent/5min,2090154.38
$SYS/broker/load/publish/received/5min,2104009.95
$SYS/broker/load/publish/sent/5min,2089956.46
$SYS/broker/load/bytes/received/5min,48726729.62
$SYS/broker/load/bytes/sent/5min,48405892.98
$SYS/broker/load/messages/received/15min,1390575.08
$SYS/broker/load/messages/sent/15min,1372160.31
$SYS/broker/load/publish/received/15min,1388627.70
$SYS/broker/load/publish/sent/15min,1366632.27
$SYS/broker/load/bytes/received/15min,32284990.82
$SYS/broker/load/bytes/sent/15min,31787536.62
$SYS/broker/messages/stored,132
$SYS/broker/store/messages/count,132
$SYS/broker/store/messages/bytes,1112
$SYS/broker/messages/received,62101581
$SYS/broker/messages/sent,65323205
$SYS/broker/publish/messages/received,60084024
$SYS/broker/publish/messages/sent,58331434
$SYS/broker/bytes/received,1418722942
$SYS/broker/bytes/sent,1388056425
$SYS/broker/publish/bytes/received,379250590
$SYS/broker/publish/bytes/sent,368261336
$SYS/broker/uptime,7403 seconds
$SYS/broker/load/messages/received/1min,2417253.00
$SYS/broker/load/messages/sent/1min,2417235.21
$SYS/broker/load/publish/received/1min,2416927.45
$SYS/broker/load/publish/sent/1min,2417064.64
$SYS/broker/load/bytes/received/1min,55501990.13
$SYS/broker/load/bytes/sent/1min,55507424.41
$SYS/broker/load/messages/received/5min,2116096.14
$SYS/broker/load/messages/sent/5min,2102396.18
$SYS/broker/load/publish/received/5min,2115752.91
$SYS/broker/load/publish/sent/5min,2102205.39
$SYS/broker/load/bytes/received/5min,48984774.93
$SYS/broker/load/bytes/sent/5min,48675489.23
$SYS/broker/load/messages/received/15min,1403204.03
$SYS/broker/load/messages/sent/15min,1385012.96
$SYS/broker/load/publish/received/15min,1401280.30
$SYS/broker/load/publish/sent/15min,1379552.08
$SYS/broker/load/bytes/received/15min,32571790.85
$SYS/broker/load/bytes/sent/15min,32080379.65
$SYS/broker/messages/stored,162
$SYS/broker/store/messages/count,162
$SYS/broker/store/messages/bytes,1390
$SYS/broker/messages/received,62547114
$SYS/broker/messages/sent,65768738
$SYS/broker/publish/messages/received,60529557
$SYS/broker/publish/messages/sent,58776967
$SYS/broker/bytes/received,1428970201
$SYS/broker/bytes/sent,1398303684
$SYS/broker/publish/bytes/received,381923788
$SYS/broker/publish/bytes/sent,370934534
$SYS/broker/uptime,7414 seconds
$SYS/broker/load/messages/received/1min,2423691.71
$SYS/broker/load/messages/sent/1min,2423676.90
$SYS/broker/load/publish/received/1min,2423420.69
$SYS/broker/load/publish/sent/1min,2423534.90
$SYS/broker/load/bytes/received/1min,55665965.20
$SYS/broker/load/bytes/sent/1min,55670489.19
$SYS/broker/load/messages/received/5min,2128322.43
$SYS/broker/load/messages/sent/5min,2115115.70
$SYS/broker/load/publish/received/5min,2127991.56
$SYS/broker/load/publish/sent/5min,2114931.78
$SYS/broker/load/bytes/received/5min,49254654.48
$SYS/broker/load/bytes/sent/5min,48956503.87
$SYS/broker/load/messages/received/15min,1415989.47
$SYS/broker/load/messages/sent/15min,1398019.38
$SYS/broker/load/publish/received/15min,1414089.11
$SYS/broker/load/publish/sent/15min,1392624.83
$SYS/broker/load/bytes/received/15min,32862234.63
$SYS/broker/load/bytes/sent/15min,32376793.01
$SYS/broker/messages/stored,192
$SYS/broker/store/messages/count,192
$SYS/broker/store/messages/bytes,1668
$SYS/broker/messages/received,62997324
$SYS/broker/messages/sent,66218948
$SYS/broker/publish/messages/received,60979767
$SYS/broker/publish/messages/sent,59227177
$SYS/broker/bytes/received,1439325031
$SYS/broker/bytes/sent,1408658514
$SYS/broker/publish/bytes/received,384625048
$SYS/broker/publish/bytes/sent,373635794
$SYS/broker/uptime,7425 seconds
$SYS/broker/load/messages/received/1min,2445234.20
$SYS/broker/load/messages/sent/1min,2445221.87
$SYS/broker/load/publish/received/1min,2445006.75
$SYS/broker/load/publish/sent/1min,2445101.83
$SYS/broker/load/bytes/received/1min,56174627.90
$SYS/broker/load/bytes/sent/1min,56178394.08
$SYS/broker/load/messages/received/5min,2143586.59
$SYS/broker/load/messages/sent/5min,2130855.34
$SYS/broker/load/publish/received/5min,2143267.24
$SYS/broker/load/publish/sent/5min,2130677.65
$SYS/broker/load/bytes/received/5min,49594804.49
$SYS/broker/load/bytes/sent/5min,49307388.08
$SYS/broker/load/messages/received/15min,1429793.13
$SYS/broker/load/messages/sent/15min,1412041.34
$SYS/broker/load/publish/received/15min,1427915.73
$SYS/broker/load/publish/sent/15min,1406712.20
$SYS/broker/load/bytes/received/15min,33176138.95
$SYS/broker/load/bytes/sent/15min,32696594.40
$SYS/broker/messages/stored,222
$SYS/broker/store/messages/count,222
$SYS/broker/store/messages/bytes,1946
$SYS/broker/messages/received,63465245
$SYS/broker/messages/sent,66686869
$SYS/broker/publish/messages/received,61447686
$SYS/broker/publish/messages/sent,59695096
$SYS/broker/bytes/received,1450087172
$SYS/broker/bytes/sent,1419420655
$SYS/broker/publish/bytes/received,387432562
$SYS/broker/publish/bytes/sent,376443308
$SYS/broker/uptime,7436 seconds
$SYS/broker/load/messages/received/1min,2415268.96
$SYS/broker/load/messages/sent/1min,2415241.34
$SYS/broker/load/publish/received/1min,2414601.75
$SYS/broker/load/publish/sent/1min,2414891.05
$SYS/broker/load/bytes/received/1min,55289719.86
$SYS/broker/load/bytes/sent/1min,55301039.07
$SYS/broker/load/messages/received/5min,2148006.29
$SYS/broker/load/messages/sent/5min,2135729.67
$SYS/broker/load/publish/received/5min,2147595.73
$SYS/broker/load/publish/sent/5min,2135504.56
$SYS/broker/load/bytes/received/5min,49641502.96
$SYS/broker/load/bytes/sent/5min,49366193.23
$SYS/broker/load/messages/received/15min,1439955.45
$SYS/broker/load/messages/sent/15min,1422418.05
$SYS/broker/load/publish/received/15min,1438066.20
$SYS/broker/load/publish/sent/15min,1417135.49
$SYS/broker/load/bytes/received/15min,33391346.97
$SYS/broker/load/bytes/sent/15min,32918221.34
$SYS/broker/messages/stored,51
$SYS/broker/store/messages/count,51
$SYS/broker/store/messages/bytes,349
$SYS/broker/messages/received,63880742
$SYS/broker/messages/sent,67102366
$SYS/broker/publish/messages/received,61862660
$SYS/broker/publish/messages/sent,60110319
$SYS/broker/bytes/received,1459417352
$SYS/broker/bytes/sent,1428760769
$SYS/broker/publish/bytes/received,389706085
$SYS/broker/publish/bytes/sent,378718891
$SYS/broker/uptime,7447 seconds
$SYS/broker/load/messages/received/1min,2426793.02
$SYS/broker/load/messages/sent/1min,2426770.02
$SYS/broker/load/publish/received/1min,2426237.58
$SYS/broker/load/publish/sent/1min,2426478.41
$SYS/broker/load/bytes/received/1min,55520431.78
$SYS/broker/load/bytes/sent/1min,55529854.92
$SYS/broker/load/messages/received/5min,2160105.29
$SYS/broker/load/messages/sent/5min,2148270.66
$SYS/broker/load/publish/received/5min,2159709.51
$SYS/broker/load/publish/sent/5min,2148053.66
$SYS/broker/load/bytes/received/5min,49894440.00
$SYS/broker/load/bytes/sent/5min,49629042.14
$SYS/broker/load/messages/received/15min,1452639.13
$SYS/broker/load/messages/sent/15min,1435314.77
$SYS/broker/load/publish/received/15min,1450772.83
$SYS/broker/load/publish/sent/15min,1430096.38
$SYS/broker/load/bytes/received/15min,33674096.08
$SYS/broker/load/bytes/sent/15min,33206717.90
$SYS/broker/messages/stored,70
$SYS/broker/store/messages/count,70
$SYS/broker/store/messages/bytes,550
$SYS/broker/messages/received,64336154
$SYS/broker/messages/sent,67557778
$SYS/broker/publish/messages/received,62318072
$SYS/broker/publish/messages/sent,60565731
$SYS/broker/bytes/received,1469806307
$SYS/broker/bytes/sent,1439149724
$SYS/broker/publish/bytes/received,392353036
$SYS/broker/publish/bytes/sent,381365842
$SYS/broker/uptime,7458 seconds
$SYS/broker/load/messages/received/1min,2397107.26
$SYS/broker/load/messages/sent/1min,2397088.12
$SYS/broker/load/publish/received/1min,2396644.86
$SYS/broker/load/publish/sent/1min,2396845.36
$SYS/broker/load/bytes/received/1min,54887209.91
$SYS/broker/load/bytes/sent/1min,54895054.58
$SYS/broker/load/messages/received/5min,2163326.41
$SYS/broker/load/messages/sent/5min,2151917.86
$SYS/broker/load/publish/received/5min,2162944.89
$SYS/broker/load/publish/sent/5min,2151708.67
$SYS/broker/load/bytes/received/5min,49960892.66
$SYS/broker/load/bytes/sent/5min,49705049.80
$SYS/broker/load/messages/received/15min,1462320.17
$SYS/broker/load/messages/sent/15min,1445206.26
$SYS/broker/load/publish/received/15min,1460476.54
$SYS/broker/load/publish/sent/15min,1440051.26
$SYS/broker/load/bytes/received/15min,33893560.29
$SYS/broker/load/bytes/sent/15min,33431859.74
$SYS/broker/messages/stored,100
$SYS/broker/store/messages/count,100
$SYS/broker/store/messages/bytes,827
$SYS/broker/messages/received,64748576
$SYS/broker/messages/sent,67970200
$SYS/broker/publish/messages/received,62730494
$SYS/broker/publish/messages/sent,60978153
$SYS/broker/bytes/received,1479292013
$SYS/broker/bytes/sent,1448635430
$SYS/broker/publish/bytes/received,394827568
$SYS/broker/publish/bytes/sent,383840374
$SYS/broker/uptime,7469 seconds
$SYS/broker/load/messages/received/1min,2412819.34
$SYS/broker/load/messages/sent/1min,2412803.40
$SYS/broker/load/publish/received/1min,2412434.39
$SYS/broker/load/publish/sent/1min,2412601.31
$SYS/broker/load/bytes/received/1min,55289838.08
$SYS/broker/load/bytes/sent/1min,55296368.69
$SYS/broker/load/messages/received/5min,2175120.10
$SYS/broker/load/messages/sent/5min,2164122.29
$SYS/broker/load/publish/received/5min,2174752.31
$SYS/broker/load/publish/sent/5min,2163920.63
$SYS/broker/load/bytes/received/5min,50224789.19
$SYS/broker/load/bytes/sent/5min,49978157.34
$SYS/broker/load/messages/received/15min,1474815.25
$SYS/broker/load/messages/sent/15min,1457909.24
$SYS/broker/load/publish/received/15min,1472994.02
$SYS/broker/load/publish/sent/15min,1452816.86
$SYS/broker/load/bytes/received/15min,34177786.39
$SYS/broker/load/bytes/sent/15min,33721694.50
$SYS/broker/messages/stored,130
$SYS/broker/store/messages/count,130
$SYS/broker/store/messages/bytes,1104
$SYS/broker/messages/received,65205242
$SYS/broker/messages/sent,68426866
$SYS/broker/publish/messages/received,63187160
$SYS/broker/publish/messages/sent,61434819
$SYS/broker/bytes/received,1489795331
$SYS/broker/bytes/sent,1459138748
$SYS/broker/publish/bytes/received,397567564
$SYS/broker/publish/bytes/sent,386580370
$SYS/broker/uptime,7480 seconds
$SYS/broker/load/messages/received/1min,2386929.81
$SYS/broker/load/messages/sent/1min,2386916.54
$SYS/broker/load/publish/received/1min,2386609.34
$SYS/broker/load/publish/sent/1min,2386748.30
$SYS/broker/load/bytes/received/1min,54728719.41
$SYS/broker/load/bytes/sent/1min,54734156.09
$SYS/broker/load/messages/received/5min,2178113.49
$SYS/broker/load/messages/sent/5min,2167511.62
$SYS/broker/load/publish/received/5min,2177758.94
$SYS/broker/load/publish/sent/5min,2167317.23
$SYS/broker/load/bytes/received/5min,50286543.51
$SYS/broker/load/bytes/sent/5min,50048791.04
$SYS/broker/load/messages/received/15min,1484332.45
$SYS/broker/load/messages/sent/15min,1467631.81
$SYS/broker/load/publish/received/15min,1482533.34
$SYS/broker/load/publish/sent/15min,1462601.30
$SYS/broker/load/bytes/received/15min,34393559.59
$SYS/broker/load/bytes/sent/15min,33943008.23
$SYS/broker/messages/stored,160
$SYS/broker/store/messages/count,160
$SYS/broker/store/messages/bytes,1382
$SYS/broker/messages/received,65619257
$SYS/broker/messages/sent,68840881
$SYS/broker/publish/messages/received,63601175
$SYS/broker/publish/messages/sent,61848834
$SYS/broker/bytes/received,1499317676
$SYS/broker/bytes/sent,1468661093
$SYS/broker/publish/bytes/received,400051654
$SYS/broker/publish/bytes/sent,389064460
$SYS/broker/uptime,7491 seconds
$SYS/broker/load/messages/received/1min,2409718.27
$SYS/broker/load/messages/sent/1min,2409707.23
$SYS/broker/load/publish/received/1min,2409449.66
$SYS/broker/load/publish/sent/1min,2409565.34
$SYS/broker/load/bytes/received/1min,55281403.94
$SYS/broker/load/bytes/sent/1min,55285929.93
$SYS/broker/load/messages/received/5min,2190529.31
$SYS/broker/load/messages/sent/5min,2180309.14
$SYS/broker/load/publish/received/5min,2190187.13
$SYS/broker/load/publish/sent/5min,2180121.35
$SYS/broker/load/bytes/received/5min,50565261.13
$SYS/broker/load/bytes/sent/5min,50336068.37
$SYS/broker/load/messages/received/15min,1496949.68
$SYS/broker/load/messages/sent/15min,1480451.92
$SYS/broker/load/publish/received/15min,1495172.30
$SYS/broker/load/publish/sent/15min,1475482.38
$SYS/broker/load/bytes/received/15min,34680668.60
$SYS/broker/load/bytes/sent/15min,34235590.47
$SYS/broker/messages/stored,190
$SYS/broker/store/messages/count,190
$SYS/broker/store/messages/bytes,1660
$SYS/broker/messages/received,66081802
$SYS/broker/messages/sent,69303426
$SYS/broker/publish/messages/received,64063718
$SYS/broker/publish/messages/sent,62311377
$SYS/broker/bytes/received,1509956169
$SYS/broker/bytes/sent,1479299586
$SYS/broker/publish/bytes/received,402826912
$SYS/broker/publish/bytes/sent,391839718
$SYS/broker/uptime,7502 seconds
